state,year,house_women,house_all,prop_house_women,senate_women,senate_all,prop_senate_women,leg_women,leg_all,prop_leg_women,house_dem_women,house_dem_all,prop_house_dem_women,senate_dem_women,senate_dem_all,prop_senate_dem_women,leg_dem_women,leg_dem_all,prop_leg_dem_women,house_rep_women,house_rep_all,prop_house_rep_women,senate_rep_women,senate_rep_all,prop_senate_rep_women,leg_rep_women,leg_rep_all,prop_leg_rep_women,house_thi_women,house_thi_all,prop_house_thi_women,senate_thi_women,senate_thi_all,prop_senate_thi_women,leg_thi_women,leg_thi_all,prop_leg_thi_women
Kansas,2018,32,125,0.256,15,40,0.375,47,165,0.2848484848,15,40,0.375,4,9,0.4444444444,19,49,0.387755102,17,85,0.2,11,31,0.3548387097,28,116,0.2413793103,0,0,0,0,0,0,0,0,0
Kansas,2019,32,125,0.256,14,40,0.35,46,165,0.2787878788,17,40,0.425,6,11,0.5454545455,23,51,0.4509803922,15,85,0.1764705882,8,28,0.2857142857,23,113,0.203539823,0,0,0,0,1,0,0,1,0
Kansas,2020,35,125,0.28,13,40,0.325,48,165,0.2909090909,19,41,0.4634146341,6,11,0.5454545455,25,52,0.4807692308,16,84,0.1904761905,7,28,0.25,23,112,0.2053571429,0,0,0,0,1,0,0,1,0
Kansas,2021,33,125,0.264,16,40,0.4,49,165,0.296969697,18,41,0.4390243902,6,11,0.5454545455,24,52,0.4615384615,15,84,0.1785714286,10,29,0.3448275862,25,113,0.2212389381,0,0,0,0,0,0,0,0,0
Kansas,2022,32,125,0.256,16,40,0.4,48,165,0.2909090909,17,39,0.4358974359,6,11,0.5454545455,23,50,0.46,15,85,0.1764705882,10,29,0.3448275862,25,114,0.2192982456,0,1,0,0,0,0,0,1,0
Kansas,2023,34,125,0.272,17,40,0.425,51,165,0.3090909091,18,40,0.45,7,11,0.6363636364,25,51,0.4901960784,16,85,0.1882352941,10,28,0.3571428571,26,113,0.2300884956,0,0,0,0,1,0,0,1,0
Kansas,2024,37,125,0.296,17,40,0.425,54,165,0.3272727273,19,40,0.475,7,11,0.6363636364,26,51,0.5098039216,18,85,0.2117647059,10,28,0.3571428571,28,113,0.2477876106,0,0,0,0,1,0,0,1,0
Kentucky,2010,15,100,0.15,7,38,0.1842105263,22,138,0.1594202899,11,65,0.1692307692,3,17,0.1764705882,14,82,0.1707317073,4,35,0.1142857143,4,20,0.2,8,55,0.1454545455,0,0,0,0,1,0,0,1,0
Kentucky,2011,20,100,0.2,6,38,0.1578947368,26,138,0.1884057971,11,58,0.1896551724,3,15,0.2,14,73,0.1917808219,9,42,0.2142857143,3,22,0.1363636364,12,64,0.1875,0,0,0,0,1,0,0,1,0
Kentucky,2012,19,100,0.19,6,38,0.1578947368,25,138,0.1811594203,11,59,0.186440678,3,15,0.2,14,74,0.1891891892,8,41,0.1951219512,3,22,0.1363636364,11,63,0.1746031746,0,0,0,0,1,0,0,1,0
Kentucky,2013,20,100,0.2,6,38,0.1578947368,26,138,0.1884057971,11,55,0.2,2,14,0.1428571429,13,69,0.1884057971,9,45,0.2,4,22,0.1818181818,13,67,0.1940298507,0,0,0,0,2,0,0,2,0
Kentucky,2014,20,100,0.2,6,38,0.1578947368,26,138,0.1884057971,11,54,0.2037037037,2,14,0.1428571429,13,68,0.1911764706,9,46,0.1956521739,4,23,0.1739130435,13,69,0.1884057971,0,0,0,0,1,0,0,1,0
Kentucky,2015,19,100,0.19,4,38,0.1052631579,23,138,0.1666666667,11,54,0.2037037037,2,12,0.1666666667,13,66,0.196969697,8,46,0.1739130435,2,26,0.07692307692,10,72,0.1388888889,0,0,0,0,0,0,0,0,0
Kentucky,2016,18,100,0.18,4,38,0.1052631579,22,138,0.1594202899,10,52,0.1923076923,2,11,0.1818181818,12,63,0.1904761905,8,44,0.1818181818,2,27,0.07407407407,10,71,0.1408450704,0,4,0,0,0,0,0,4,0
Kentucky,2017,19,100,0.19,4,38,0.1052631579,23,138,0.1666666667,9,36,0.25,2,11,0.1818181818,11,47,0.2340425532,10,64,0.15625,2,27,0.07407407407,12,91,0.1318681319,0,0,0,0,0,0,0,0,0
Kentucky,2018,19,100,0.19,4,38,0.1052631579,23,138,0.1666666667,10,36,0.2777777778,2,11,0.1818181818,12,47,0.2553191489,9,63,0.1428571429,2,27,0.07407407407,11,90,0.1222222222,0,1,0,0,0,0,0,1,0
Kentucky,2019,28,100,0.28,4,38,0.1052631579,32,138,0.231884058,18,39,0.4615384615,2,10,0.2,20,49,0.4081632653,10,61,0.1639344262,2,28,0.07142857143,12,89,0.1348314607,0,0,0,0,0,0,0,0,0
Kentucky,2020,29,100,0.29,5,38,0.1315789474,34,138,0.2463768116,19,38,0.5,3,9,0.3333333333,22,47,0.4680851064,10,62,0.1612903226,2,29,0.06896551724,12,91,0.1318681319,0,0,0,0,0,0,0,0,0
Kentucky,2021,31,100,0.31,6,38,0.1578947368,37,138,0.268115942,17,25,0.68,3,8,0.375,20,33,0.6060606061,14,75,0.1866666667,3,30,0.1,17,105,0.1619047619,0,0,0,0,0,0,0,0,0
Kentucky,2022,32,100,0.32,6,38,0.1578947368,38,138,0.2753623188,18,25,0.72,3,8,0.375,21,33,0.6363636364,14,75,0.1866666667,3,30,0.1,17,105,0.1619047619,0,0,0,0,0,0,0,0,0
Kentucky,2023,33,100,0.33,9,38,0.2368421053,42,138,0.3043478261,15,20,0.75,4,7,0.5714285714,19,27,0.7037037037,18,80,0.225,5,30,0.1666666667,23,110,0.2090909091,0,0,0,0,1,0,0,1,0
Kentucky,2024,34,100,0.34,9,38,0.2368421053,43,138,0.3115942029,15,20,0.75,4,7,0.5714285714,19,27,0.7037037037,19,78,0.2435897436,5,31,0.1612903226,24,109,0.2201834862,0,2,0,0,0,0,0,2,0
Louisiana,2010,15,105,0.1428571429,10,39,0.2564102564,25,144,0.1736111111,10,52,0.1923076923,8,23,0.347826087,18,75,0.24,5,50,0.1,2,16,0.125,7,66,0.1060606061,0,3,0,0,0,0,0,3,0
Louisiana,2011,15,105,0.1428571429,8,39,0.2051282051,23,144,0.1597222222,10,49,0.2040816327,6,20,0.3,16,69,0.231884058,5,52,0.09615384615,2,18,0.1111111111,7,70,0.1,0,4,0,0,1,0,0,5,0
Louisiana,2012,12,105,0.1142857143,4,39,0.1025641026,16,144,0.1111111111,8,45,0.1777777778,3,15,0.2,11,60,0.1833333333,4,58,0.06896551724,1,24,0.04166666667,5,82,0.06097560976,0,2,0,0,0,0,0,2,0
Louisiana,2013,14,105,0.1333333333,4,39,0.1025641026,18,144,0.125,9,45,0.2,3,15,0.2,12,60,0.2,5,58,0.08620689655,1,24,0.04166666667,6,82,0.07317073171,0,2,0,0,0,0,0,2,0
Louisiana,2014,14,105,0.1333333333,4,39,0.1025641026,18,144,0.125,9,44,0.2045454545,3,13,0.2307692308,12,57,0.2105263158,5,59,0.08474576271,1,26,0.03846153846,6,85,0.07058823529,0,2,0,0,0,0,0,2,0
Louisiana,2015,13,105,0.1238095238,4,39,0.1025641026,17,144,0.1180555556,9,44,0.2045454545,3,13,0.2307692308,12,57,0.2105263158,4,59,0.06779661017,1,26,0.03846153846,5,85,0.05882352941,0,2,0,0,0,0,0,2,0
Louisiana,2016,18,105,0.1714285714,5,39,0.1282051282,23,144,0.1597222222,9,42,0.2142857143,3,14,0.2142857143,12,56,0.2142857143,9,61,0.1475409836,2,25,0.08,11,86,0.1279069767,0,2,0,0,0,0,0,2,0
Louisiana,2017,17,105,0.1619047619,5,39,0.1282051282,22,144,0.1527777778,8,42,0.1904761905,3,14,0.2142857143,11,56,0.1964285714,9,60,0.15,2,25,0.08,11,85,0.1294117647,0,3,0,0,0,0,0,3,0
Louisiana,2018,17,105,0.1619047619,5,39,0.1282051282,22,144,0.1527777778,7,41,0.1707317073,3,14,0.2142857143,10,55,0.1818181818,10,61,0.1639344262,2,25,0.08,12,86,0.1395348837,0,3,0,0,0,0,0,3,0
Louisiana,2019,17,105,0.1619047619,5,39,0.1282051282,22,144,0.1527777778,8,39,0.2051282051,3,14,0.2142857143,11,53,0.2075471698,9,63,0.1428571429,2,25,0.08,11,88,0.125,0,3,0,0,0,0,0,3,0
Louisiana,2020,20,105,0.1904761905,6,39,0.1538461538,26,144,0.1805555556,8,35,0.2285714286,3,12,0.25,11,47,0.2340425532,12,68,0.1764705882,3,27,0.1111111111,15,95,0.1578947368,0,2,0,0,0,0,0,2,0
Louisiana,2021,22,105,0.2095238095,6,39,0.1538461538,28,144,0.1944444444,9,35,0.2571428571,3,12,0.25,12,47,0.2553191489,13,67,0.1940298507,3,27,0.1111111111,16,94,0.170212766,0,3,0,0,0,0,0,3,0
Louisiana,2022,23,105,0.219047619,5,39,0.1282051282,28,144,0.1944444444,9,33,0.2727272727,2,12,0.1666666667,11,45,0.2444444444,14,68,0.2058823529,3,26,0.1153846154,17,94,0.1808510638,0,4,0,0,1,0,0,5,0
Louisiana,2023,23,105,0.219047619,5,39,0.1282051282,28,144,0.1944444444,9,33,0.2727272727,2,12,0.1666666667,11,45,0.2444444444,14,69,0.2028985507,3,27,0.1111111111,17,96,0.1770833333,0,3,0,0,0,0,0,3,0
Louisiana,2024,29,105,0.2761904762,5,39,0.1282051282,34,144,0.2361111111,11,32,0.34375,2,11,0.1818181818,13,43,0.3023255814,18,73,0.2465753425,3,28,0.1071428571,21,101,0.2079207921,0,0,0,0,0,0,0,0,0
Maine,2010,46,151,0.3046357616,9,35,0.2571428571,55,186,0.2956989247,37,95,0.3894736842,6,20,0.3,43,115,0.3739130435,9,55,0.1636363636,3,15,0.2,12,70,0.1714285714,0,1,0,0,0,0,0,1,0
Maine,2011,47,151,0.3112582781,8,35,0.2285714286,55,186,0.2956989247,28,72,0.3888888889,5,14,0.3571428571,33,86,0.3837209302,19,78,0.2435897436,3,20,0.15,22,98,0.2244897959,0,1,0,0,1,0,0,2,0
Maine,2012,47,151,0.3112582781,8,35,0.2285714286,55,186,0.2956989247,28,72,0.3888888889,5,14,0.3571428571,33,86,0.3837209302,19,78,0.2435897436,3,20,0.15,22,98,0.2244897959,0,1,0,0,1,0,0,2,0
Maine,2013,49,151,0.3245033113,7,35,0.2,56,186,0.3010752688,36,87,0.4137931034,7,19,0.3684210526,43,106,0.4056603774,13,60,0.2166666667,0,15,0,13,75,0.1733333333,0,4,0,0,1,0,0,5,0
Maine,2014,49,151,0.3245033113,7,35,0.2,56,186,0.3010752688,36,89,0.404494382,7,19,0.3684210526,43,108,0.3981481481,13,58,0.224137931,0,15,0,13,73,0.1780821918,0,4,0,0,1,0,0,5,0
Maine,2015,46,151,0.3046357616,8,35,0.2285714286,54,186,0.2903225806,30,79,0.3797468354,5,15,0.3333333333,35,94,0.3723404255,16,68,0.2352941176,3,20,0.15,19,88,0.2159090909,0,4,0,0,0,0,0,4,0
Maine,2016,46,151,0.3046357616,8,35,0.2285714286,54,186,0.2903225806,30,77,0.3896103896,5,15,0.3333333333,35,92,0.3804347826,16,70,0.2285714286,3,20,0.15,19,90,0.2111111111,0,4,0,0,0,0,0,4,0
Maine,2017,53,151,0.3509933775,10,35,0.2857142857,63,186,0.3387096774,35,77,0.4545454545,6,17,0.3529411765,41,94,0.4361702128,17,72,0.2361111111,4,18,0.2222222222,21,90,0.2333333333,1,2,0.5,0,0,0,1,2,0.5
Maine,2018,53,151,0.3509933775,10,35,0.2857142857,63,186,0.3387096774,35,74,0.472972973,6,17,0.3529411765,41,91,0.4505494505,17,70,0.2428571429,4,18,0.2222222222,21,88,0.2386363636,1,7,0.1428571429,0,0,0,1,7,0.1428571429
Maine,2019,58,151,0.3841059603,12,35,0.3428571429,70,186,0.376344086,47,89,0.5280898876,8,21,0.380952381,55,110,0.5,11,57,0.1929824561,4,14,0.2857142857,15,71,0.2112676056,0,5,0,0,0,0,0,5,0
Maine,2020,58,151,0.3841059603,12,35,0.3428571429,70,186,0.376344086,47,88,0.5340909091,8,21,0.380952381,55,109,0.504587156,11,57,0.1929824561,4,14,0.2857142857,15,71,0.2112676056,0,6,0,0,0,0,0,6,0
Maine,2021,69,151,0.4569536424,13,35,0.3714285714,82,186,0.4408602151,48,80,0.6,9,21,0.4285714286,57,101,0.5643564356,20,66,0.303030303,4,13,0.3076923077,24,79,0.3037974684,1,5,0.2,0,1,0,1,6,0.1666666667
Maine,2022,65,151,0.4304635762,14,35,0.4,79,186,0.4247311828,44,79,0.5569620253,10,22,0.4545454545,54,101,0.5346534653,20,66,0.303030303,4,13,0.3076923077,24,79,0.3037974684,1,6,0.1666666667,0,0,0,1,6,0.1666666667
Maine,2023,67,151,0.4437086093,14,35,0.4,81,186,0.435483871,48,82,0.5853658537,11,22,0.5,59,104,0.5673076923,19,67,0.2835820896,3,13,0.2307692308,22,80,0.275,0,2,0,0,0,0,0,2,0
Maine,2024,65,151,0.4304635762,14,35,0.4,79,186,0.4247311828,46,80,0.575,11,22,0.5,57,102,0.5588235294,19,68,0.2794117647,3,13,0.2307692308,22,81,0.2716049383,0,3,0,0,0,0,0,3,0
Maryland,2010,49,141,0.3475177305,10,47,0.2127659574,59,188,0.3138297872,38,104,0.3653846154,9,33,0.2727272727,47,137,0.3430656934,11,36,0.3055555556,1,14,0.07142857143,12,50,0.24,0,1,0,0,0,0,0,1,0
Maryland,2011,46,141,0.3262411348,11,47,0.2340425532,57,188,0.3031914894,34,98,0.3469387755,10,35,0.2857142857,44,133,0.3308270677,12,43,0.2790697674,1,12,0.08333333333,13,55,0.2363636364,0,0,0,0,0,0,0,0,0
Maryland,2012,46,141,0.3262411348,11,47,0.2340425532,57,188,0.3031914894,34,98,0.3469387755,10,35,0.2857142857,44,133,0.3308270677,12,43,0.2790697674,1,12,0.08333333333,13,55,0.2363636364,0,0,0,0,0,0,0,0,0
Maryland,2013,46,141,0.3262411348,11,47,0.2340425532,57,188,0.3031914894,34,98,0.3469387755,10,35,0.2857142857,44,133,0.3308270677,12,43,0.2790697674,1,12,0.08333333333,13,55,0.2363636364,0,0,0,0,0,0,0,0,0
Maryland,2014,45,141,0.3191489362,11,47,0.2340425532,56,188,0.2978723404,33,98,0.3367346939,10,36,0.2777777778,43,134,0.3208955224,12,43,0.2790697674,1,11,0.09090909091,13,54,0.2407407407,0,0,0,0,0,0,0,0,0
Maryland,2015,47,141,0.3333333333,13,47,0.2765957447,60,186,0.3225806452,36,90,0.4,11,32,0.34375,47,122,0.3852459016,11,51,0.2156862745,2,14,0.1428571429,13,65,0.2,0,0,0,0,1,0,0,1,0
Maryland,2016,46,141,0.3262411348,13,47,0.2765957447,59,188,0.3138297872,35,91,0.3846153846,11,33,0.3333333333,46,124,0.3709677419,11,50,0.22,2,14,0.1428571429,13,64,0.203125,0,0,0,0,0,0,0,0,0
Maryland,2017,49,141,0.3475177305,11,47,0.2340425532,60,188,0.3191489362,38,90,0.4222222222,9,33,0.2727272727,47,123,0.3821138211,11,51,0.2156862745,2,14,0.1428571429,13,65,0.2,0,0,0,0,0,0,0,0,0
Maryland,2018,50,141,0.3546099291,13,47,0.2765957447,63,188,0.335106383,39,91,0.4285714286,10,33,0.303030303,49,124,0.3951612903,11,49,0.2244897959,3,14,0.2142857143,14,63,0.2222222222,0,1,0,0,0,0,0,1,0
Maryland,2019,58,141,0.4113475177,14,47,0.2978723404,72,188,0.3829787234,51,98,0.5204081633,12,32,0.375,63,130,0.4846153846,7,43,0.1627906977,2,15,0.1333333333,9,58,0.1551724138,0,0,0,0,0,0,0,0,0
Maryland,2020,61,141,0.4326241135,15,47,0.3191489362,76,188,0.4042553191,53,98,0.5408163265,13,32,0.40625,66,130,0.5076923077,8,42,0.1904761905,2,15,0.1333333333,10,57,0.1754385965,0,1,0,0,0,0,0,1,0
Maryland,2021,66,141,0.4680851064,15,47,0.3191489362,81,188,0.4308510638,57,99,0.5757575758,13,32,0.40625,70,131,0.534351145,9,42,0.2142857143,2,15,0.1333333333,11,57,0.1929824561,0,0,0,0,0,0,0,0,0
Maryland,2022,67,141,0.475177305,15,47,0.3191489362,82,188,0.4361702128,58,98,0.5918367347,13,32,0.40625,71,130,0.5461538462,9,42,0.2142857143,2,15,0.1333333333,11,57,0.1929824561,0,1,0,0,0,0,0,1,0
Maryland,2023,64,141,0.4539007092,15,47,0.3191489362,79,188,0.420212766,57,101,0.5643564356,14,33,0.4242424242,71,134,0.5298507463,7,39,0.1794871795,1,13,0.07692307692,8,52,0.1538461538,0,1,0,0,1,0,0,2,0
Maryland,2024,65,141,0.4609929078,15,47,0.3191489362,80,188,0.4255319149,58,102,0.568627451,14,34,0.4117647059,72,136,0.5294117647,7,39,0.1794871795,1,13,0.07692307692,8,52,0.1538461538,0,0,0,0,0,0,0,0,0
Massachusetts,2010,40,160,0.25,12,40,0.3,52,200,0.26,37,144,0.2569444444,12,34,0.3529411765,49,178,0.2752808989,3,16,0.1875,0,5,0,3,21,0.1428571429,0,0,0,0,1,0,0,1,0
Massachusetts,2011,38,160,0.2375,11,40,0.275,49,200,0.245,32,128,0.25,11,36,0.3055555556,43,164,0.262195122,6,31,0.1935483871,0,4,0,6,35,0.1714285714,0,1,0,0,0,0,0,1,0
Massachusetts,2012,38,160,0.2375,11,40,0.275,49,200,0.245,32,126,0.253968254,11,35,0.3142857143,43,161,0.2670807453,6,32,0.1875,0,4,0,6,36,0.1666666667,0,2,0,0,1,0,0,3,0
Massachusetts,2013,40,160,0.25,12,40,0.3,52,200,0.26,33,131,0.2519083969,12,36,0.3333333333,45,167,0.2694610778,7,29,0.2413793103,0,4,0,7,33,0.2121212121,0,0,0,0,0,0,0,0,0
Massachusetts,2014,38,160,0.2375,12,40,0.3,50,200,0.25,31,131,0.2366412214,12,36,0.3333333333,43,167,0.2574850299,7,29,0.2413793103,0,4,0,7,33,0.2121212121,0,0,0,0,0,0,0,0,0
Massachusetts,2015,38,160,0.2375,12,40,0.3,50,200,0.25,29,125,0.232,12,34,0.3529411765,41,159,0.2578616352,9,35,0.2571428571,0,6,0,9,41,0.2195121951,0,0,0,0,0,0,0,0,0
Massachusetts,2016,38,160,0.2375,12,40,0.3,50,200,0.25,29,123,0.2357723577,12,33,0.3636363636,41,156,0.2628205128,9,34,0.2647058824,0,5,0,9,39,0.2307692308,0,3,0,0,2,0,0,5,0
Massachusetts,2017,39,160,0.24375,12,40,0.3,51,200,0.255,30,125,0.24,12,34,0.3529411765,42,159,0.2641509434,8,35,0.2285714286,0,6,0,8,41,0.1951219512,1,0,0,0,0,0,1,0,0
Massachusetts,2018,39,160,0.24375,10,40,0.25,49,200,0.245,30,124,0.2419354839,10,32,0.3125,40,156,0.2564102564,8,34,0.2352941176,0,7,0,8,41,0.1951219512,1,2,0.5,0,1,0,1,3,0.3333333333
Massachusetts,2019,46,160,0.2875,11,40,0.275,57,200,0.285,38,127,0.2992125984,11,34,0.3235294118,49,161,0.3043478261,7,32,0.21875,0,6,0,7,38,0.1842105263,1,1,1,0,0,0,1,1,1
Massachusetts,2020,46,160,0.2875,12,40,0.3,58,200,0.29,39,126,0.3095238095,12,34,0.3529411765,51,160,0.31875,6,31,0.1935483871,0,4,0,6,35,0.1714285714,1,3,0.3333333333,0,2,0,1,5,0.2
Massachusetts,2021,51,160,0.31875,12,40,0.3,63,200,0.315,45,128,0.3515625,12,37,0.3243243243,57,165,0.3454545455,5,30,0.1666666667,0,3,0,5,33,0.1515151515,1,2,0.5,0,0,0,1,2,0.5
Massachusetts,2022,46,160,0.2875,13,40,0.325,59,200,0.295,41,129,0.3178294574,13,36,0.3611111111,54,165,0.3272727273,4,29,0.1379310345,0,3,0,4,32,0.125,1,2,0.5,0,1,0,1,3,0.3333333333
Massachusetts,2023,51,160,0.31875,11,40,0.275,62,200,0.31,46,134,0.3432835821,11,37,0.2972972973,57,171,0.3333333333,4,25,0.16,0,3,0,4,28,0.1428571429,1,1,1,0,0,0,1,1,1
Massachusetts,2024,49,160,0.30625,11,40,0.275,60,200,0.3,45,133,0.3383458647,11,36,0.3055555556,56,169,0.3313609467,3,24,0.125,0,4,0,3,28,0.1071428571,1,3,0.3333333333,0,0,0,1,3,0.3333333333
Michigan,2010,31,110,0.2818181818,9,38,0.2368421053,40,148,0.2702702703,25,66,0.3787878788,6,16,0.375,31,82,0.3780487805,6,43,0.1395348837,3,22,0.1363636364,9,65,0.1384615385,0,1,0,0,0,0,0,1,0
Michigan,2011,27,110,0.2454545455,4,38,0.1052631579,31,148,0.2094594595,16,47,0.3404255319,2,12,0.1666666667,18,59,0.3050847458,11,63,0.1746031746,2,26,0.07692307692,13,89,0.1460674157,0,0,0,0,0,0,0,0,0
Michigan,2012,27,110,0.2454545455,4,38,0.1052631579,31,148,0.2094594595,16,46,0.347826087,2,12,0.1666666667,18,58,0.3103448276,11,62,0.1774193548,2,26,0.07692307692,13,88,0.1477272727,0,2,0,0,0,0,0,2,0
Michigan,2013,24,110,0.2181818182,4,38,0.1052631579,28,148,0.1891891892,16,51,0.3137254902,2,12,0.1666666667,18,63,0.2857142857,8,59,0.1355932203,2,26,0.07692307692,10,85,0.1176470588,0,0,0,0,0,0,0,0,0
Michigan,2014,24,110,0.2181818182,4,38,0.1052631579,28,148,0.1891891892,16,51,0.3137254902,2,12,0.1666666667,18,63,0.2857142857,8,59,0.1355932203,2,26,0.07692307692,10,85,0.1176470588,0,0,0,0,0,0,0,0,0
Michigan,2015,26,110,0.2363636364,4,38,0.1052631579,30,148,0.2027027027,17,47,0.3617021277,1,11,0.09090909091,18,58,0.3103448276,9,63,0.1428571429,3,27,0.1111111111,12,90,0.1333333333,0,0,0,0,0,0,0,0,0
Michigan,2016,25,110,0.2272727273,4,38,0.1052631579,29,148,0.1959459459,16,46,0.347826087,1,11,0.09090909091,17,57,0.298245614,9,61,0.1475409836,3,27,0.1111111111,12,88,0.1363636364,0,3,0,0,0,0,0,3,0
Michigan,2017,33,110,0.3,4,38,0.1052631579,37,148,0.25,17,47,0.3617021277,1,11,0.09090909091,18,58,0.3103448276,16,63,0.253968254,3,27,0.1111111111,19,90,0.2111111111,0,0,0,0,0,0,0,0,0
Michigan,2018,33,110,0.3,4,38,0.1052631579,37,148,0.25,17,47,0.3617021277,1,11,0.09090909091,18,58,0.3103448276,16,63,0.253968254,3,27,0.1111111111,19,90,0.2111111111,0,0,0,0,0,0,0,0,0
Michigan,2019,42,110,0.3818181818,11,38,0.2894736842,53,148,0.3581081081,25,52,0.4807692308,8,16,0.5,33,68,0.4852941176,17,58,0.2931034483,3,22,0.1363636364,20,80,0.25,0,0,0,0,0,0,0,0,0
Michigan,2020,43,110,0.3909090909,11,38,0.2894736842,54,148,0.3648648649,26,52,0.5,8,16,0.5,34,68,0.5,17,58,0.2931034483,3,22,0.1363636364,20,80,0.25,0,0,0,0,0,0,0,0,0
Michigan,2021,41,110,0.3727272727,11,38,0.2894736842,52,148,0.3513513514,27,52,0.5192307692,8,16,0.5,35,68,0.5147058824,14,58,0.2413793103,3,22,0.1363636364,17,80,0.2125,0,0,0,0,0,0,0,0,0
Michigan,2022,42,110,0.3818181818,11,38,0.2894736842,53,148,0.3581081081,28,52,0.5384615385,8,16,0.5,36,68,0.5294117647,14,56,0.25,3,22,0.1363636364,17,78,0.2179487179,0,2,0,0,0,0,0,2,0
Michigan,2023,43,110,0.3909090909,15,38,0.3947368421,58,148,0.3918918919,31,56,0.5535714286,12,20,0.6,43,76,0.5657894737,12,54,0.2222222222,3,18,0.1666666667,15,72,0.2083333333,0,0,0,0,0,0,0,0,0
Michigan,2024,44,110,0.4,15,38,0.3947368421,59,148,0.3986486486,32,54,0.5925925926,12,20,0.6,44,74,0.5945945946,12,54,0.2222222222,3,18,0.1666666667,15,72,0.2083333333,0,2,0,0,0,0,0,2,0
Minnesota,2010,74,134,0.552238806,46,67,0.6865671642,120,201,0.5970149254,64,87,0.7356321839,38,46,0.8260869565,102,133,0.7669172932,10,47,0.2127659574,8,21,0.380952381,18,68,0.2647058824,0,0,0,0,0,0,0,0,0
Minnesota,2011,70,134,0.5223880597,34,67,0.5074626866,104,201,0.5174129353,52,62,0.8387096774,24,30,0.8,76,92,0.8260869565,18,72,0.25,10,37,0.2702702703,28,109,0.2568807339,0,0,0,0,0,0,0,0,0
Minnesota,2012,72,134,0.5373134328,32,67,0.4776119403,104,201,0.5174129353,54,61,0.8852459016,22,28,0.7857142857,76,89,0.8539325843,18,72,0.25,10,37,0.2702702703,28,109,0.2568807339,0,1,0,0,2,0,0,3,0
Minnesota,2013,73,134,0.5447761194,38,67,0.5671641791,111,201,0.552238806,56,73,0.7671232877,30,39,0.7692307692,86,112,0.7678571429,17,61,0.2786885246,8,28,0.2857142857,25,89,0.2808988764,0,0,0,0,0,0,0,0,0
Minnesota,2014,73,134,0.5447761194,38,67,0.5671641791,111,201,0.552238806,56,73,0.7671232877,30,39,0.7692307692,86,112,0.7678571429,17,61,0.2786885246,8,28,0.2857142857,25,89,0.2808988764,0,0,0,0,0,0,0,0,0
Minnesota,2015,70,134,0.5223880597,38,67,0.5671641791,108,201,0.5373134328,52,62,0.8387096774,30,39,0.7692307692,82,101,0.8118811881,18,72,0.25,8,28,0.2857142857,26,100,0.26,0,0,0,0,0,0,0,0,0
Minnesota,2016,70,134,0.5223880597,38,67,0.5671641791,108,201,0.5373134328,52,61,0.8524590164,30,39,0.7692307692,82,100,0.82,18,72,0.25,8,27,0.2962962963,26,99,0.2626262626,0,1,0,0,1,0,0,2,0
Minnesota,2017,77,134,0.5746268657,25,67,0.3731343284,102,201,0.5074626866,56,57,0.9824561404,18,33,0.5454545455,74,90,0.8222222222,21,77,0.2727272727,7,34,0.2058823529,28,111,0.2522522523,0,0,0,0,0,0,0,0,0
Minnesota,2018,76,134,0.5671641791,26,67,0.3880597015,102,201,0.5074626866,56,57,0.9824561404,20,32,0.625,76,89,0.8539325843,20,76,0.2631578947,6,34,0.1764705882,26,110,0.2363636364,0,1,0,0,1,0,0,2,0
Minnesota,2019,81,134,0.6044776119,26,67,0.3880597015,107,201,0.5323383085,68,75,0.9066666667,20,33,0.6060606061,88,108,0.8148148148,13,59,0.2203389831,6,34,0.1764705882,19,93,0.2043010753,0,0,0,0,0,0,0,0,0
Minnesota,2020,83,134,0.6194029851,26,67,0.3880597015,109,201,0.5422885572,70,75,0.9333333333,20,32,0.625,90,107,0.8411214953,13,59,0.2203389831,6,35,0.1714285714,19,94,0.2021276596,0,0,0,0,0,0,0,0,0
Minnesota,2021,89,134,0.6641791045,35,67,0.5223880597,124,201,0.6169154229,76,70,1.085714286,28,31,0.9032258065,104,101,1.02970297,13,64,0.203125,7,34,0.2058823529,20,98,0.2040816327,0,0,0,0,2,0,0,2,0
Minnesota,2022,89,134,0.6641791045,35,67,0.5223880597,124,201,0.6169154229,76,70,1.085714286,28,31,0.9032258065,104,101,1.02970297,13,64,0.203125,7,34,0.2058823529,20,98,0.2040816327,0,0,0,0,2,0,0,2,0
Minnesota,2023,89,134,0.6641791045,41,67,0.6119402985,130,201,0.6467661692,72,70,1.028571429,38,34,1.117647059,110,104,1.057692308,17,64,0.265625,3,33,0.09090909091,20,97,0.206185567,0,0,0,0,0,0,0,0,0
Minnesota,2024,52,134,0.3880597015,21,67,0.3134328358,73,201,0.3631840796,35,70,0.5,18,34,0.5294117647,53,104,0.5096153846,17,63,0.2698412698,3,33,0.09090909091,20,96,0.2083333333,0,1,0,0,0,0,0,1,0
Mississippi,2010,21,122,0.1721311475,4,52,0.07692307692,25,174,0.1436781609,16,74,0.2162162162,3,26,0.1153846154,19,100,0.19,5,48,0.1041666667,1,25,0.04,6,73,0.08219178082,0,0,0,0,1,0,0,1,0
Mississippi,2011,21,122,0.1721311475,5,52,0.09615384615,26,174,0.1494252874,16,72,0.2222222222,2,26,0.07692307692,18,98,0.1836734694,5,50,0.1,3,25,0.12,8,75,0.1066666667,0,0,0,0,1,0,0,1,0
